!! zhugs nyid	⟨!!⟩་ཞུགས་ཉིད
!!don du	⟨!!don⟩་དུ
!!lcags sgrog ma	⟨!!lcags⟩་སྒྲོག་མ
!!mdog dbyibs can	⟨!!mdog⟩་དབྱིབས་ཅན
!!mid par byed pa	⟨!!mid⟩་པར་བྱེད་པ
!!ming can	⟨!!ming⟩་ཅན
!!mtshon cha can	⟨!!mtshon⟩་ཆ་ཅན
!!ra bcas	⟨!!ra⟩་བཅས
!!rnam pa can	⟨!!rnam⟩་པ་ཅན
!!snod du gyur	⟨!!snod⟩་དུ་གྱུར
!!theg pa pa	⟨!!theg⟩་པ་པ
'am ci	འམ་ཅི
mda' 'phan	མདའ་འཕན
mda' 'phangs pa	མདའ་འཕངས་པ
mda' bo che 'phen thabs	མདའ་བོ་ཆེ་འཕེན་ཐབས
mda' bu gi kha 'dra	མདའ་བུ་གི་ཁ་འདྲ
mda' che	མདའ་ཆེ
mda' dug	མདའ་དུག
mda' gnam rgyang du 'phangs ('phags) pa'am mda' rtse mo gyen du bstan te 'phangs pa	མདའ་གནམ་རྒྱང་དུ་འཕངས་⟨('phags)⟩་པའམ་མདའ་རྩེ་མོ་གྱེན་དུ་བསྟན་ཏེ་འཕངས་པ
mda' goms par byed	མདའ་གོམས་པར་བྱེད
mda' mkhan	མདའ་མཁན
mda' phyed byas pa	མདའ་ཕྱེད་བྱས་པ
mda' rtse mo rgyen du bstan te 'phangs pa	མདའ་རྩེ་མོ་རྒྱེན་དུ་བསྟན་ཏེ་འཕངས་པ
mda' shubs	མདའ་ཤུབས
mda' skul	མདའ་སྐུལ
mda' snun	མདའ་སྣུན
mda' stan	མདའ་སྟན
mda' yi char drag	མདའ་ཡི་ཆར་དྲག
mdab	མདབ
mdag ma	མདག་མ
mdag me tog char pa spos chu 'dres pa bab pa yis dmyal ba'i me mdag chil chil gsod pa	མདག་མེ་ཏོག་ཆར་པ་སྤོས་ཆུ་འདྲེས་པ་བབ་པ་ཡིས་དམྱལ་བའི་མེ་མདག་ཆིལ་ཆིལ་གསོད་པ
mdang sum	མདང་སུམ
mdangs 'phrog ma	མདངས་འཕྲོག་མ
mdangs dang rab tu ldan pa	མདངས་དང་རབ་ཏུ་ལྡན་པ
mdangs gsal	མདངས་གསལ
mdangs ldan	མདངས་ལྡན
mdangs mi snum pa	མདངས་མི་སྣུམ་པ
mdangs phyir mi 'phrog pa	མདངས་ཕྱིར་མི་འཕྲོག་པ
mdangs sgyur	མདངས་སྒྱུར
mdas sa rko	མདས་ས་རྐོ
mde'u be'u so 'dra ba	མདེའུ་བེའུ་སོ་འདྲ་བ
mde'u zur bzhi pa	མདེའུ་ཟུར་བཞི་པ
mde'u'i rtsa	མདེའུའི་རྩ
mdo byed pa	མདོ་བྱེད་པ
mdo chen po 'dus pa chen po'i mdo	མདོ་ཆེན་པོ་འདུས་པ་ཆེན་པོའི་མདོ
mdo chen po lnga gsum pa	མདོ་ཆེན་པོ་ལྔ་གསུམ་པ
mdo chen po rgyal mtshan mchog	མདོ་ཆེན་པོ་རྒྱལ་མཚན་མཆོག
mdo dang bsres pa	མདོ་དང་བསྲེས་པ
mdo des bstan tshul la brten nas kun btags la de 'dra'i dogs pa skyed dka' ba	མདོ་དེས་བསྟན་ཚུལ་ལ་བརྟེན་ནས་ཀུན་བཏགས་ལ་དེ་འདྲའི་དོགས་པ་སྐྱེད་དཀའ་བ
mdo gnas	མདོ་གནས
mdo las kyang	མདོ་ལས་ཀྱང
mdo lugs	མདོ་ལུགས
mdo mdzad pa	མདོ་མཛད་པ
mdo rgyud	མདོ་རྒྱུད
mdo sde 'dzin	མདོ་སྡེ་འཛིན
mdo sde dang dbyangs kyis bsnyad pa'i sde la sogs pa	མདོ་སྡེ་དང་དབྱངས་ཀྱིས་བསྙད་པའི་སྡེ་ལ་སོགས་པ
mdo sde dgongs 'grel	མདོ་སྡེ་དགོངས་འགྲེལ
mdo sde dkon mchog	མདོ་སྡེ་དཀོན་མཆོག
mdo sde las brgya ba	མདོ་སྡེ་ལས་བརྒྱ་བ
mdo sde rnams	མདོ་སྡེ་རྣམས
mdo sde smra ba	མདོ་སྡེ་སྨྲ་བ
mdo sde spyod pa'i dbu ma pa	མདོ་སྡེ་སྤྱོད་པའི་དབུ་མ་པ
mdo sde'i dbang po'i 'dzin pa	མདོ་སྡེའི་དབང་པོའི་འཛིན་པ
mdo sde'i nang	མདོ་སྡེའི་ནང
mdo sde'i rgyan gyi bshad pa	མདོ་སྡེའི་རྒྱན་གྱི་བཤད་པ
mdo sde'i sde snod	མདོ་སྡེའི་སྡེ་སྣོད
mdo sdud pa	མདོ་སྡུད་པ
mdo ting nge 'dzin rgyal po	མདོ་ཏིང་ངེ་འཛིན་རྒྱལ་པོ
mdo yi sde la sogs pa'i chos	མདོ་ཡི་སྡེ་ལ་སོགས་པའི་ཆོས
mdo za ma tog bkod pa	མདོ་ཟ་མ་ཏོག་བཀོད་པ
mdo'i tshig	མདོའི་ཚིག
mdog	མདོག
mdog bsgyur ba	མདོག་བསྒྱུར་བ
mdog dang dbang po gsal	མདོག་དང་དབང་པོ་གསལ
mdog dkar chen po	མདོག་དཀར་ཆེན་པོ
mdog gcig pa	མདོག་གཅིག་པ
mdog gser	མདོག་གསེར
mdog ldan	མདོག་ལྡན
mdog mdzes mchog	མདོག་མཛེས་མཆོག
mdog mi sdug	མདོག་མི་སྡུག
mdog mi sdug pa	མདོག་མི་སྡུག་པ
mdog nag	མདོག་ནག
mdog ni mi sdug 'gyur	མདོག་ནི་མི་སྡུག་འགྱུར
mdog sbyin	མདོག་སྦྱིན
mdog shes	མདོག་ཤེས
mdog skya	མདོག་སྐྱ
mdog zangs	མདོག་ཟངས
mdogs	མདོགས
mdom gang tsam	མདོམ་གང་ཙམ
mdoms kyi sba ba	མདོམས་ཀྱི་སྦ་བ
mdoms ni rab tu bsgribs	མདོམས་ནི་རབ་ཏུ་བསྒྲིབས
mdongs mtha'	མདོངས་མཐའ
mdor bsags pa	མདོར་བསགས་པ
mdor bsdu	མདོར་བསྡུ
mdor bsdus	མདོར་བསྡུས
mdor bsdus nas	མདོར་བསྡུས་ནས
mdor bsdus pa'i rgyud	མདོར་བསྡུས་པའི་རྒྱུད
mdor bstan pa	མདོར་བསྟན་པ
mdor byed pa	མདོར་བྱེད་པ
mdor mthong	མདོར་མཐོང
mdor na	མདོར་ན
mdor na nye bar len pa	མདོར་ན་ཉེ་བར་ལེན་པ
mdud 'god	མདུད་འགོད
mdud byas	མདུད་བྱས
mdud pa 'grel pa	མདུད་པ་འགྲེལ་པ
mdud pa bong ba	མདུད་པ་བོང་བ
mdud pa drug	མདུད་པ་དྲུག
mdud pa drug skor	མདུད་པ་དྲུག་སྐོར
mdud par 'dzin pa	མདུད་པར་འཛིན་པ
mdun 'don	མདུན་འདོན
mdun 'gro	མདུན་འགྲོ
mdun du	མདུན་དུ
mdun du bdar byas te	མདུན་དུ་བདར་བྱས་ཏེ
mdun du byung bar gyur pa	མདུན་དུ་བྱུང་བར་གྱུར་པ
mdun du logs su	མདུན་དུ་ལོགས་སུ
mdun du lta ba	མདུན་དུ་ལྟ་བ
mdun du rgya ba po	མདུན་དུ་རྒྱ་བ་པོ
mdun du ye shes pa spyan drangs nas	མདུན་དུ་ཡེ་ཤེས་པ་སྤྱན་དྲངས་ནས
mdun gyi	མདུན་གྱི
mdun gyis	མདུན་གྱིས
mdun gyis ~~	མདུན་གྱིས་⟨~~⟩
mdun nas	མདུན་ནས
mdun nas drang	མདུན་ནས་དྲང
mdun sa dag	མདུན་ས་དག
mdun sa pa	མདུན་ས་པ
mdun sar 'khod pa	མདུན་སར་འཁོད་པ
mdun sar bzhugs pa	མདུན་སར་བཞུགས་པ
mdung can	མདུང་ཅན
mdung rtse rna brang	མདུང་རྩེ་རྣ་བྲང
mdung thogs	མདུང་ཐོགས
mdza' ba dang ldan	མཛའ་བ་དང་ལྡན
mdza' ba dang mi mdza' ba dang ldan pa	མཛའ་བ་དང་མི་མཛའ་བ་དང་ལྡན་པ
mdza' ba gsal byas	མཛའ་བ་གསལ་བྱས
mdza' ba rmongs pa	མཛའ་བ་རྨོངས་པ
mdza' ba skug pa	མཛའ་བ་སྐུག་པ
mdza' ba'i mtha'	མཛའ་བའི་མཐའ
mdza' ba'i phrad skyes	མཛའ་བའི་ཕྲད་སྐྱེས
mdza' ba'i zhags pa	མཛའ་བའི་ཞགས་པ
mdza' bar 'os	མཛའ་བར་འོས
mdza' bas bcings	མཛའ་བས་བཅིངས
mdza' bas brlan pa'i blo	མཛའ་བས་བརླན་པའི་བློ
mdza' bas mnyes gshin	མཛའ་བས་མཉེས་གཤིན
mdza' bo'i gnas	མཛའ་བོའི་གནས
mdza' bor gyur	མཛའ་བོར་གྱུར
mdza' bshes dang blon po dang nye du dang snag gi gnyen mtshams kyi	མཛའ་བཤེས་དང་བློན་པོ་དང་ཉེ་དུ་དང་སྣག་གི་གཉེན་མཚམས་ཀྱི
mdza' chen	མཛའ་ཆེན
mdza' dang mi mdza' rnams la ~~	མཛའ་དང་མི་མཛའ་རྣམས་ལ་⟨~~⟩
mdza' gcugs	མཛའ་གཅུགས
mdza' gcugs dang ldan	མཛའ་གཅུགས་དང་ལྡན
mdza' gcugs med par 'gyur	མཛའ་གཅུགས་མེད་པར་འགྱུར
mdza' gcugs rnam rgyan	མཛའ་གཅུགས་རྣམ་རྒྱན
mdza' mo	མཛའ་མོ
mdza' shes chos	མཛའ་ཤེས་ཆོས
mdza' zhig gcugs	མཛའ་ཞིག་གཅུགས
mdzad	མཛད
mdzad cing	མཛད་ཅིང
mdzad mchog	མཛད་མཆོག
mdzad mtha' gzigs pa	མཛད་མཐའ་གཟིགས་པ
mdzad pa lhun grub	མཛད་པ་ལྷུན་གྲུབ
mdzad pa rgya chen dang po pa	མཛད་པ་རྒྱ་ཆེན་དང་པོ་པ
mdzad pa rtsom	མཛད་པ་རྩོམ
mdzad pa'i (sku)	མཛད་པའི་⟨(sku)⟩
mdzad par 'gyur	མཛད་པར་འགྱུར
mdzad spyod bzang po	མཛད་སྤྱོད་བཟང་པོ
mdzangs	མཛངས
mdze nad	མཛེ་ནད
mdze nad gso ba	མཛེ་ནད་གསོ་བ
mdze po	མཛེ་པོ
mdze sel	མཛེ་སེལ
mdzer ba	མཛེར་བ
mdzes 'dzum	མཛེས་འཛུམ
mdzes bral	མཛེས་བྲལ
mdzes byed kyi rgyan	མཛེས་བྱེད་ཀྱི་རྒྱན
mdzes bzang	མཛེས་བཟང
mdzes dga'	མཛེས་དགའ
mdzes dga' bo'i rtogs pa brjod pa	མཛེས་དགའ་བོའི་རྟོགས་པ་བརྗོད་པ
mdzes dung	མཛེས་དུང
mdzes gshegs	མཛེས་གཤེགས
mdzes ldan	མཛེས་ལྡན
mdzes ma	མཛེས་མ
mdzes ma dang 'grogs	མཛེས་མ་དང་འགྲོགས
mdzes ma rol pa	མཛེས་མ་རོལ་པ
mdzes ma'i grogs	མཛེས་མའི་གྲོགས
mdzes ma'i gzugs	མཛེས་མའི་གཟུགས
mdzes mchog	མཛེས་མཆོག
mdzes pa	མཛེས་པ
mdzes pa mdzes pa	མཛེས་པ་མཛེས་པ
mdzes pa min	མཛེས་པ་མིན
mdzes pa nyid	མཛེས་པ་ཉིད
mdzes pa yon tan gyi mtshan ma	མཛེས་པ་ཡོན་ཏན་གྱི་མཚན་མ
mdzes pa'i byug pa	མཛེས་པའི་བྱུག་པ
mdzes pa'i dpal	མཛེས་པའི་དཔལ
mdzes pa'i gdugs	མཛེས་པའི་གདུགས
mdzes pa'i gnas	མཛེས་པའི་གནས
mdzes pa'i mchog	མཛེས་པའི་མཆོག
mdzes pa'i mig sman	མཛེས་པའི་མིག་སྨན
mdzes pa'i rgyan	མཛེས་པའི་རྒྱན
mdzes pa'i ri bo	མཛེས་པའི་རི་བོ
mdzes pa'i sku	མཛེས་པའི་སྐུ
mdzes par	མཛེས་པར
mdzes par brjod	མཛེས་པར་བརྗོད
mdzes par bya zhing	མཛེས་པར་བྱ་ཞིང
mdzes par byed du bcug nas	མཛེས་པར་བྱེད་དུ་བཅུག་ནས
mdzes par skyes te	མཛེས་པར་སྐྱེས་ཏེ
mdzes par zhugs	མཛེས་པར་ཞུགས
mdzes pas dran pa	མཛེས་པས་དྲན་པ
mdzes sdug can	མཛེས་སྡུག་ཅན
mdzes sdug grogs	མཛེས་སྡུག་གྲོགས
mdzes sdug kun rdzogs	མཛེས་སྡུག་ཀུན་རྫོགས
mdzes sdug rdzogs pa'i rgya mtsho	མཛེས་སྡུག་རྫོགས་པའི་རྒྱ་མཚོ
mdzes sdug thigs	མཛེས་སྡུག་ཐིགས
mdzes shing gtsang ma	མཛེས་ཤིང་གཙང་མ
mdzes sna tshogs	མཛེས་སྣ་ཚོགས
mdzes sogs	མཛེས་སོགས
mdzod	མཛོད
mdzod 'byor pa	མཛོད་འབྱོར་པ
mdzod de	མཛོད་དེ
mdzod dpal	མཛོད་དཔལ
mdzod khang bdag	མཛོད་ཁང་བདག
mdzod khang pa	མཛོད་ཁང་པ
mdzod la	མཛོད་ལ
mdzod mdzad pa	མཛོད་མཛད་པ
mdzod pa	མཛོད་པ
mdzod spus	མཛོད་སྤུས
mdzub gu	མཛུབ་གུ
mdzub mos ga ga tshil byed pa	མཛུབ་མོས་ག་ག་ཚིལ་བྱེད་པ
mdzub sen nang gi dbyibs 'dra	མཛུབ་སེན་ནང་གི་དབྱིབས་འདྲ
mdzud la ka	མཛུད་ལ་ཀ
me 'bar ba'i rlabs	མེ་འབར་བའི་རླབས
me 'bud pa	མེ་འབུད་པ
me 'ob	མེ་འོབ
me bo	མེ་བོ
me btang nas	མེ་བཏང་ནས
me btsa' las	མེ་བཙའ་ལས
me bzhin 'jug	མེ་བཞིན་འཇུག
me chen phung po	མེ་ཆེན་ཕུང་པོ
me da ka	མེ་ད་ཀ
me da kang da	མེ་ད་ཀང་ད
me dang bcas pa	མེ་དང་བཅས་པ
me dang phrad pa	མེ་དང་ཕྲད་པ
me dbal	མེ་དབལ
me dong	མེ་དོང
me dri pa	མེ་དྲི་པ
me drod 'bar	མེ་དྲོད་འབར
me drod che	མེ་དྲོད་ཆེ
me drod chung	མེ་དྲོད་ཆུང
me drod nye bar gnas	མེ་དྲོད་ཉེ་བར་གནས
me gdong	མེ་གདོང
me gsum	མེ་གསུམ
me gzhong	མེ་གཞོང
me kha la	མེ་ཁ་ལ
me khams la snyoms zhugs	མེ་ཁམས་ལ་སྙོམས་ཞུགས
me lce 'bar ba	མེ་ལྕེ་འབར་བ
me lce can	མེ་ལྕེ་ཅན
me lce gcig tu gyur cing sreg go	མེ་ལྕེ་གཅིག་ཏུ་གྱུར་ཅིང་སྲེག་གོ
me lce mi 'bar	མེ་ལྕེ་མི་འབར
me ldan	མེ་ལྡན
me lha mo	མེ་ལྷ་མོ
me lnga brten pa	མེ་ལྔ་བརྟེན་པ
me long gi dkyil 'khor	མེ་ལོང་གི་དཀྱིལ་འཁོར
me long gi nang	མེ་ལོང་གི་ནང
me long nang gi byad bzhin gyi gzugs brnyan bzhin	མེ་ལོང་ནང་གི་བྱད་བཞིན་གྱི་གཟུགས་བརྙན་བཞིན
me long zhal	མེ་ལོང་ཞལ
me lta bu	མེ་ལྟ་བུ
me lta bu'i sems bskyed	མེ་ལྟ་བུའི་སེམས་བསྐྱེད
me ma mur	མེ་མ་མུར
me mar	མེ་མར
me mar 'bar ba	མེ་མར་འབར་བ
me mda'	མེ་མདའ
me mur gyi 'obs	མེ་མུར་གྱི་འོབས
me ni bzhag pa ma yin	མེ་ནི་བཞག་པ་མ་ཡིན
me ni shing	མེ་ནི་ཤིང
me rdza	མེ་རྫ
me re	མེ་རེ
me rtse 'bar ba	མེ་རྩེ་འབར་བ
me ru she Sha	མེ་རུ་ཤེ་ཥ
me shing	མེ་ཤིང
me skar	མེ་སྐར
me skyes	མེ་སྐྱེས
me slang	མེ་སླང
me stag	མེ་སྟག
me tog	མེ་ཏོག
me tog 'bras bu phun sum tshogs	མེ་ཏོག་འབྲས་བུ་ཕུན་སུམ་ཚོགས
me tog 'byung gnas	མེ་ཏོག་འབྱུང་གནས
me tog 'dab ma thams cad rgyas pa	མེ་ཏོག་འདབ་མ་ཐམས་ཅད་རྒྱས་པ
me tog 'dra ba	མེ་ཏོག་འདྲ་བ
me tog 'phreng	མེ་ཏོག་འཕྲེང
me tog autpa la'i bsung	མེ་ཏོག་ཨཽཏྤ་ལའི་བསུང
me tog bcings	མེ་ཏོག་བཅིངས
me tog bkod pa	མེ་ཏོག་བཀོད་པ
me tog byin	མེ་ཏོག་བྱིན
me tog bzang	མེ་ཏོག་བཟང
me tog bzang (po)	མེ་ཏོག་བཟང་⟨(po)⟩
me tog chang	མེ་ཏོག་ཆང
me tog char	མེ་ཏོག་ཆར
me tog chun po	མེ་ཏོག་ཆུན་པོ
me tog dag gi char	མེ་ཏོག་དག་གི་ཆར
me tog dang 'bras bu dag ~~do	མེ་ཏོག་དང་འབྲས་བུ་དག་⟨~~do⟩
me tog dga' tshal	མེ་ཏོག་དགའ་ཚལ
me tog du ma'i tshogs kyi	མེ་ཏོག་དུ་མའི་ཚོགས་ཀྱི
me tog gang la phog pa	མེ་ཏོག་གང་ལ་ཕོག་པ
me tog gdugs	མེ་ཏོག་གདུགས
me tog gi	མེ་ཏོག་གི
me tog gi dog pa	མེ་ཏོག་གི་དོག་པ
me tog gi dri zhim pa	མེ་ཏོག་གི་དྲི་ཞིམ་པ
me tog gi mda'	མེ་ཏོག་གི་མདའ
me tog gi mtshon dang ldan pa	མེ་ཏོག་གི་མཚོན་དང་ལྡན་པ
me tog gi phung po	མེ་ཏོག་གི་ཕུང་པོ
me tog gi shing	མེ་ཏོག་གི་ཤིང
me tog gi tshogs	མེ་ཏོག་གི་ཚོགས
me tog gsar	མེ་ཏོག་གསར
me tog gsar pa	མེ་ཏོག་གསར་པ
me tog gzhon nu	མེ་ཏོག་གཞོན་ནུ
me tog gzhu can	མེ་ཏོག་གཞུ་ཅན
me tog ka ma la	མེ་ཏོག་ཀ་མ་ལ
me tog ka ma la gsar du ~~	མེ་ཏོག་ཀ་མ་ལ་གསར་དུ་⟨~~⟩
me tog kha bye	མེ་ཏོག་ཁ་བྱེ
me tog khyim	མེ་ཏོག་ཁྱིམ
me tog kun tu rgyas pa	མེ་ཏོག་ཀུན་ཏུ་རྒྱས་པ
me tog lam	མེ་ཏོག་ལམ
me tog ldan pa'i shing	མེ་ཏོག་ལྡན་པའི་ཤིང
me tog lha	མེ་ཏོག་ལྷ
me tog lto	མེ་ཏོག་ལྟོ
me tog man dA ra ba'i	མེ་ཏོག་མན་དཱ་ར་བའི
me tog mdzes pa	མེ་ཏོག་མཛེས་པ
me tog med pa	མེ་ཏོག་མེད་པ
me tog mkhan	མེ་ཏོག་མཁན
me tog mngon par bkram pa	མེ་ཏོག་མངོན་པར་བཀྲམ་པ
me tog mtshon can	མེ་ཏོག་མཚོན་ཅན
me tog nyi ma	མེ་ཏོག་ཉི་མ
