Abb. Wylie,Abb. Unicode,Expan. Wylie,Expan. Unicode,Source
rnying+rul,རྙིངྲུལ,rnying hrul,རྙིང་ཧྲུལ,rKTs (CC BY 4.0): Esukhia
rnyir+zinar,རྙིརྯིནར,rnyir zin 'dra,རྙིར་ཟིན་འདྲ,rKTs (CC BY 4.0): Esukhia
rnyil+nad,རྙིལྣད,rnyil nad,རྙིལ་ནད,rKTs (CC BY 4.0): Esukhia
rnyed+thub,རྙེདྠུབ,rnyed thub,རྙེད་ཐུབ,rKTs (CC BY 4.0): Esukhia
rnyedaka',རྙེདཀའ,rnyed dka',རྙེད་དཀའ,rKTs (CC BY 4.0): Esukhia
rnyeda'i,རྙེདའི,rnyed pa'i,རྙེད་པའི,rKTs (CC BY 4.0): Esukhia
rnyedar,རྙེདར,rnyed par,རྙེད་པར,rKTs (CC BY 4.0): Esukhia
rnyedakuraM,རྙེདཀུརྃ་,rnyed bkur mi,རྙེད་བཀུར་མི་,rKTs (CC BY 4.0): Esukhia
rnyedartson,རྙེདརྩོན,rnyed brtson,རྙེད་བརྩོན,rKTs (CC BY 4.0): Esukhia
rnyedatshol,རྙེདཚོལ,rnyed tshol,རྙེད་ཚོལ,rKTs (CC BY 4.0): Esukhia
rnyograzos,རྙོགྲཟོས,rnyog gra bzos,རྙོག་གྲ་བཟོས,rKTs (CC BY 4.0): Esukhia
rnyogadzing,རྙོགཛིང,rnyog 'dzing,རྙོག་འཛིང,rKTs (CC BY 4.0): Esukhia
rnyoni,རྙོནི,rnyon ni,རྙོན་ནི,rKTs (CC BY 4.0): Esukhia
rnyobagi,རྙོབགི,rnyobs shig,རྙོབས་ཤིག,rKTs (CC BY 4.0): Esukhia
r+t+nor,རྟྣོར,rta nor,རྟ་ནོར,rKTs (CC BY 4.0): Esukhia
rtargod,རྟརྒོད,rta rgod,རྟ་རྒོད,rKTs (CC BY 4.0): Esukhia
r+t+sar,རྟྶར,rta sar,རྟ་སར,rKTs (CC BY 4.0): Esukhia
rta,རྟ,rta,རྟ,rKTs (CC BY 4.0): Esukhia
rta,རྟ,rta,རྟ,rKTs (CC BY 4.0): Esukhia
r+t+rin,རྟྲིན,rta mgrin,རྟ་མགྲིན,rKTs (CC BY 4.0)
rta d+yugs,ངྱུགས,rta rgyugs,རྟ་རྒྱུགས,rKTs (CC BY 4.0): Dzongkha abbreviations
rta ng+yugs,ངྱུགས,rta rgyugs,རྟ་རྒྱུགས,rKTs (CC BY 4.0): Dzongkha abbreviations
rta d+yuT,ངྱུཊ,rta rgyugs,རྟ་རྒྱུགས,rKTs (CC BY 4.0): Dzongkha abbreviations
rta ng+yuT,ངྱུཊ,rta rgyugs,རྟ་རྒྱུགས,rKTs (CC BY 4.0): Dzongkha abbreviations
rtaganas,རྟགནས,rtag gnas,རྟག་གནས,rKTs (CC BY 4.0): Dzongkha abbreviations
rtag+tu,རྟགྟུ,rtag tu,རྟག་ཏུ,rKTs (CC BY 4.0): Tibetan Shorthand Contractions
rtagloMs,རྟགློཾས,rtag longs,རྟག་ལོངས,rKTs (CC BY 4.0): Esukhia
rtag+l+tas,རྟགླྟས,rtag ltas,རྟག་ལྟས,rKTs (CC BY 4.0): Esukhia
rtagasu,རྟགསུ,rtags su,རྟགས་སུ,rKTs (CC BY 4.0): Dzongkha abbreviations
rtagso,རྟགསོ,rtags so,རྟགས་སོ,rKTs (CC BY 4.0): Nima Hojer Lama The Genealogy of Ya-ngal Family of Dolpo
rtaD,རྟཌ,rtags,རྟགས,rKTs (CC BY 4.0): Nima Hojer Lama The Genealogy of Ya-ngal Family of Dolpo
rtaDa,རྟཌ,rtags,རྟགས,rKTs (CC BY 4.0): Esukhia
rtabo,རྟབོ,rtab rtob,རྟབ་རྟོབ,rKTs (CC BY 4.0): Dzongkha abbreviations
rtingaM,རྟིངྃ་,rting ma,རྟིང་མ་,rKTs (CC BY 4.0): Esukhia
rtening 'brelung,རྟེནིང་འབྲེལུང༌,rten cing 'brel 'byung,རྟེན་ཅིང་འབྲེལ་འབྱུང༌,rKTs (CC BY 4.0): Dzongkha abbreviations
rtenel,རྟེནེལ,rten 'brel,རྟེན་འབྲེལ,rKTs (CC BY 4.0): Dzongkha abbreviations
rte+ele,རྟེེལེ,rten 'brel,རྟེན་འབྲེལ,rKTs (CC BY 4.0): Dzongkha abbreviations
r+t+re+el,རྟྲེེལ,rten 'brel,རྟེན་འབྲེལ,rKTs (CC BY 4.0)
rtoge,རྟོགེ,rtog ge,རྟོག་གེ,rKTs (CC BY 4.0): Dzongkha abbreviations
rtogi,རྟོགི་,rtog gi,རྟོག་གི་,rKTs (CC BY 4.0): Esukhia
rtogyedang,རྟོགྱེདང,rtog byed dang,རྟོག་བྱེད་དང,rKTs (CC BY 4.0): Esukhia
rtoD,རྟོཌ,rtogs,རྟོགས,rKTs (CC BY 4.0): Nima Hojer Lama The Genealogy of Ya-ngal Family of Dolpo
stoD,སྟོཌ,rtogs,རྟོགས,rKTs (CC BY 4.0): Nima Hojer Lama The Genealogy of Ya-ngal Family of Dolpo
rtoDa,རྟོཌ་,rtogs,རྟོགས་,rKTs (CC BY 4.0): Esukhia
rtoDa'i,རྟོཌའི,rtogs pa'i,རྟོགས་པའི,rKTs (CC BY 4.0): Esukhia
rtogasu,རྟོགསུ,rtogs su,རྟོགས་སུ,rKTs (CC BY 4.0): Dzongkha abbreviations
rtoTu,རྟོཊུ,rtogs su,རྟོགས་སུ,rKTs (CC BY 4.0): Dzongkha abbreviations
rtoDo,རྟོཌོ,rtogs so,རྟོགས་སོ་,rKTs (CC BY 4.0): Esukhia
rtoDa,རྟོཌ,rtogs,རྟོགས,rKTs (CC BY 4.0): Esukhia
rdar+yed,རྡརྱེད,rdar byed,རྡར་བྱེད,rKTs (CC BY 4.0): Esukhia
rd^u+eT,རྡེུ༹ཊ,rdul brtsegs,རྡུལ་བརྩེགས,rKTs (CC BY 4.0): Dzongkha abbreviations
rduldan,རྡུལྡན,rdul ldan,རྡུལ་ལྡན,rKTs (CC BY 4.0): Dzongkha abbreviations
rdos+yiraMda'as+yir,རྡོསྱིརཾདའསྱིར,rdo gsir mda' gsir,རྡོ་གསིར་མདའ་གསིར,rKTs (CC BY 4.0): Esukhia
rdo+e gzhonu,རྡོེ་གཞོནུ,rdo rje gzhon nu,རྡོ་རྗེ་གཞོན་ནུ,rKTs (CC BY 4.0): Dzongkha abbreviations
rdo+e dpaldan tshul+ris,རྡོེ་དཔལྡན་ཚུལིྲས,rdo rje dpal ldan tshul khrims,རྡོ་རྗེ་དཔལ་ལྡན་ཚུལ་ཁྲིམས,rKTs (CC BY 4.0): Dzongkha abbreviations
rdo+engs,རྡོེངས,rdo rje dbyangs,རྡོ་རྗེ་དབྱངས,rKTs (CC BY 4.0): Dzongkha abbreviations
rdo+eng,རྡོེང༌,rdo rje 'chang,རྡོ་རྗེ་འཆང༌,rKTs (CC BY 4.0)
rdo+e'^in,རྡོེའི༹ན,rdo rje 'dzin,རྡོ་རྗེ་འཛིན,rKTs (CC BY 4.0): Dzongkha abbreviations
rdo+e'eM,རྡོེའེཾ,rdo rje sems dpa',རྡོ་རྗེ་སེམས་དཔའ,rKTs (CC BY 4.0): Dzongkha abbreviations
rdo+e+edaMs,རྡོེེདཾས,rdo rje sems dpa',རྡོ་རྗེ་སེམས་དཔའ,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
rdo+e,རྡོེ,rdo rje,རྡོ་རྗེ,rKTs (CC BY 4.0)
rdore,རྡོརེ,rdo rje,རྡོ་རྗེ,rKTs (CC BY 4.0): Nima Hojer Lama The Genealogy of Ya-ngal Family of Dolpo
rdo+e'i,རྡོེའི,rdo rje'i,རྡོ་རྗེའི,rKTs (CC BY 4.0): Esukhia
rdo+e'i,རྡོེའི,rdo rje'i,རྡོ་རྗེའི,rKTs (CC BY 4.0): Esukhia
rdo+e'o,རྡོེའོ་,rdo rje'o,རྡོ་རྗེའོ་,rKTs (CC BY 4.0): Esukhia
r+d+solo,རྡྶོལོ,rdo sol,རྡོ་སོལ,rKTs (CC BY 4.0): Esukhia
rna,རྣ,rna,རྣ,rKTs (CC BY 4.0): Esukhia
rnaMy+yeng,རྣཾཡྱེང,rnam g.yeng,རྣམ་གཡེང,rKTs (CC BY 4.0): Esukhia
rnangaMs,རྣངཾས,rnam grangs,རྣམ་གྲངས,rKTs (CC BY 4.0): Tibetan Shorthand Contractions
rnaMngs,རྣཾངས,rnam grangs,རྣམ་གྲངས,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
r+n+raMngas,རྣྲཾངས,rnam grangs,རྣམ་གྲངས,rKTs (CC BY 4.0)
r+n+roMl,རྣྲོཾལ,rnam grol,རྣམ་གྲོལ,rKTs (CC BY 4.0): Dzongkha abbreviations
rnaMr,རྣཾར,rnam thar,རྣམ་ཐར,rKTs (CC BY 4.0)
r+n+thaMr,རྣྠྃར་,rnam thar,རྣམ་ཐར་,rKTs (CC BY 4.0): Esukhia
r+n+roMs,རྣྲོཾས,rnam thos sras,རྣམ་ཐོས་སྲས,rKTs (CC BY 4.0)
rnaMg,རྣཾག,rnam dag,རྣམ་དག,rKTs (CC BY 4.0): Dzongkha abbreviations
rnamg,རྣམག,rnam dag,རྣམ་དག,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
rnaMrag,རྣཾརག,rnam par dag,རྣམ་པར་དག,rKTs (CC BY 4.0): Dzongkha abbreviations
rnamrag,རྣམྲག,rnam par dag,རྣམ་པར་དག,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
rnam pargyal,རྣམ་པརྒྱལ,rnam par rgyal,རྣམ་པར་རྒྱལ,rKTs (CC BY 4.0): Dzongkha abbreviations
rnaMrang^ad,རྣཾརང༹ད,rnam par snang mdzad,རྣམ་པར་སྣང་མཛད,rKTs (CC BY 4.0): Dzongkha abbreviations
rnarmang^ad,རྣརྨང༹ད,rnam par snang mdzad,རྣམ་པར་སྣང་མཛད,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
rnaMr,རྣཾར,rnam par,རྣམ་པར,rKTs (CC BY 4.0)
rnaMar,རྣཾཨར,rnam par,རྣམ་པར,rKTs (CC BY 4.0): Nima Hojer Lama The Genealogy of Ya-ngal Family of Dolpo
rnamakhyen,རྣམཁྱེན,rnam mkhyen,རྣམ་མཁྱེན,rKTs (CC BY 4.0): Dzongkha abbreviations
rnaMne,རྣཾནེ,rnam mkhyen,རྣམ་མཁྱེན,rKTs (CC BY 4.0): Dzongkha abbreviations
r+n+yeMn,རྣྱེཾན,rnam mkhyen,རྣམ་མཁྱེན,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
rnal+yor,རྣལྱོར,rnam 'byor,རྣམ་འབྱོར,rKTs (CC BY 4.0): Esukhia
r+n+yamal,རྣྱམལ,rnam rgyal,རྣམ་རྒྱལ,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
r+n+yaMl,རྣྱཾལ,rnam rgyal,རྣམ་རྒྱལ,rKTs (CC BY 4.0): Dzongkha abbreviations
rnoMg,རྣོཾག,rnam rtog,རྣམ་རྟོག,rKTs (CC BY 4.0): Dzongkha abbreviations
rnomg,རྣོམག,rnam rtog,རྣམ་རྟོག,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
rnaMse,རྣཾསེ,rnam shes,རྣམ་ཤེས,rKTs (CC BY 4.0)
rneMs,རྣེཾས,rnam shes,རྣམ་ཤེས,rKTs (CC BY 4.0): Tibetan Shorthand Contractions
rnems,རྣེམས,rnam sehs,རྣམ་སེཧས,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
rnaMng,རྣཾང༌,rnam snang,རྣམ་སྣང༌,rKTs (CC BY 4.0): Dzongkha abbreviations
rnaMng^ad,རྣཾང༹ད,rnam snang mdzad,རྣམ་སྣང་མཛད,rKTs (CC BY 4.0): Dzongkha abbreviations
rnamang,རྣམང,rnam snang,རྣམ་སྣང,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
rnaMs,རྣཾས,rnam sras,རྣམ་སྲས,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
r+n+raMs,རྣྲཾས,rnam sras,རྣམ་སྲས,rKTs (CC BY 4.0): Dzongkha abbreviations
rnaM,རྣྃ,rnam,རྣམ,rKTs (CC BY 4.0): Esukhia
rnaMs+yang,རྣཾསྱང༌,rnams kyang,རྣམས་ཀྱང༌,rKTs (CC BY 4.0): Dzongkha abbreviations
rnaMs+yi,རྣཾསྱི,rnams kyi,རྣམས་ཀྱི,rKTs (CC BY 4.0)
rnaMsuM,རྣཾསུཾ,rnams gsum,རྣམས་གསུམ,rKTs (CC BY 4.0): Esukhia
rnaMssuM,རྣཾསསུཾ,rnams gsum,རྣམས་གསུམ,rKTs (CC BY 4.0): Nima Hojer Lama The Genealogy of Ya-ngal Family of Dolpo
rnaMsang,རྣྃསང,rnams dang,རྣམས་དང,rKTs (CC BY 4.0): Esukhia
rnaMsni,རྣྃསྣི་,rnams ni,རྣམས་ནི་,rKTs (CC BY 4.0): Esukhia
rnaMsar,རྣཾསར,rnams par,རྣམས་པར,rKTs (CC BY 4.0): Nima Hojer Lama The Genealogy of Ya-ngal Family of Dolpo
rnaMsaMrephul,རྣཾསཾརེཕུལ,rnams mer phul,རྣམས་མེར་ཕུལ,rKTs (CC BY 4.0): Esukhia
rnaMsatshozhing,རྣྃསཚོཞིང,rnams 'tsho zhing,རྣམས་འཚོ་ཞིང,rKTs (CC BY 4.0): Esukhia
rnaMslob,རྣཾསློབ,rnams slob,རྣམས་སློབ,rKTs (CC BY 4.0): Esukhia
rnaMsu,རྣཾསུ,rnams su,རྣམས་སུ,rKTs (CC BY 4.0)
rnaMs,རྣཾས,rnams,རྣམས,rKTs (CC BY 4.0)
rnasaM,རྣསཾ,rnams,རྣམས,rKTs (CC BY 4.0): Tibetan Shorthand Contractions
rnal+yo+is,རྣལྱོིས,rnal 'byor gyis,རྣལ་འབྱོར་གྱིས,rKTs (CC BY 4.0): Esukhia
rnal+yoMr,རྣལྱོཾར,rnal 'byor ma,རྣལ་འབྱོར་མ,rKTs (CC BY 4.0): Dzongkha abbreviations
rnal+b+yor,རྣལྦྱོར,rnal 'byor,རྣལ་འབྱོར,rKTs (CC BY 4.0): Dzongkha abbreviations
rnal+yor,རྣལྱོར,rnal 'byor,རྣལ་འབྱོར,rKTs (CC BY 4.0)
rnor,རྣོར,rnal 'byor,རྣལ་འབྱོར,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
r+n+yor,རྣྱོར,rnal 'byor,རྣལ་འབྱོར,rKTs (CC BY 4.0)
rnoraM,རྣོརཾ,rno ngar,རྣོ་ངར,rKTs (CC BY 4.0): Esukhia
rnobalaphrogyedo,རྣོབལཕྲོགྱེདོ,rno dbal 'phrog byed do,རྣོ་དབལ་འཕྲོག་བྱེད་དོ,rKTs (CC BY 4.0): Esukhia
rbado,རྦདོ,rbad rbod,རྦད་རྦོད,rKTs (CC BY 4.0): Dzongkha abbreviations
rbaudang,རྦཽདང,rbod gtong,རྦོད་གཏོང,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
rbodong,རྦོདོང༌,rbod stong,རྦོད་སྟོང༌,rKTs (CC BY 4.0): Dzongkha abbreviations
rbaudang,རྦཽདང,rbod stong,རྦོད་སྟོང,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
rmen,རྨེན,rma chen,རྨ་ཆེན,rKTs (CC BY 4.0): Dzongkha abbreviations
rmya che+on las+yung,རྨྱ་ཆེོན་ལསྱུང༌,rma bya chen mo las 'byung,རྨ་བྱ་ཆེན་མོ་ལས་འབྱུང༌,rKTs (CC BY 4.0): Dzongkha abbreviations
r+m+ya,རྨྱ,rma bya,རྨ་བྱ,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
rmya,རྨྱ,rma bya,རྨ་བྱ,rKTs (CC BY 4.0): Dzongkha abbreviations
rm^an,རྨ༹ན,rma mtshan,རྨ་མཚན,rKTs (CC BY 4.0): Dzongkha abbreviations
rmadu byung,རྨདུ་བྱུང༌,rmad du byung,རྨད་དུ་བྱུང༌,rKTs (CC BY 4.0): Dzongkha abbreviations
rmadu,རྨདུ,rmad du,རྨད་དུ,rKTs (CC BY 4.0): Esukhia
rnaMsang,རྣཾསང,rmas dang,རྨས་དང,rKTs (CC BY 4.0): Esukhia
rmaskyonatang,རྨསྐྱོནཏང,rmas skyon btang,རྨས་སྐྱོན་བཏང,rKTs (CC BY 4.0): Esukhia
rmiM,རྨིཾ,rmi lam,རྨི་ལམ,rKTs (CC BY 4.0)
rmuDa,རྨུཌ་,rmugs,རྨུགས་,rKTs (CC BY 4.0): Esukhia
rmuno,རྨུནོ,rmun po,རྨུན་པོ,rKTs (CC BY 4.0): Dzongkha abbreviations
rmongasbre,རྨོངསྦྲེ,rmongs sbre,རྨོངས་སྦྲེ,rKTs (CC BY 4.0): Dzongkha abbreviations
rmoso,རྨོསོ,rmos so,རྨོས་སོ,rKTs (CC BY 4.0): Esukhia
rtson,རྩོན,rtsa bton,རྩ་བཏོན,rKTs (CC BY 4.0): Tibetan Shorthand Contractions
r+ts+yad,རྩྱད,rtsa brgyad,རྩ་བརྒྱད,rKTs (CC BY 4.0)
rtsag^i,རྩགི༹,rtsa tshig,རྩ་ཚིག,rKTs (CC BY 4.0): Dzongkha abbreviations
r+ts+rel,རྩྲེལ,rtsa 'grel,རྩ་འགྲེལ,rKTs (CC BY 4.0): Dzongkha abbreviations
r+ts+yud,རྩྱུད,rtsa rgyud,རྩ་རྒྱུད,rKTs (CC BY 4.0): Dzongkha abbreviations
rtsagi,རྩགི,rtsag rtsig,རྩག་རྩིག,rKTs (CC BY 4.0): Dzongkha abbreviations
r+ts+yengar,རྩྱེངར,rtsang gyer,རྩང་གྱེར,rKTs (CC BY 4.0): Dzongkha abbreviations
r+ts+yeMr,རྩྱེཾར,rtsang gyer,རྩང་གྱེར,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
r+ts+yuMr,རྩྱུཾར,rtsang brgyur,རྩང་བརྒྱུར,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
rtsungar,རྩུངར,rtsang bskur,རྩང་བསྐུར,rKTs (CC BY 4.0): Dzongkha abbreviations
rtsungal,རྩུངལ,rtsang bskul,རྩང་བསྐུལ,rKTs (CC BY 4.0): Dzongkha abbreviations
rtsuMl,རྩུཾལ,rtsang bskul,རྩང་བསྐུལ,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
rtsul,རྩུལ,rtsang bskul,རྩང་བསྐུལ,rKTs (CC BY 4.0): Dzongkha abbreviations
r+ts+toMd,རྩྟོཾད,rtsang bstod,རྩང་བསྟོད,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
rtsangi,རྩངི,rtsang rtsing,རྩང་རྩིང,rKTs (CC BY 4.0): Dzongkha abbreviations
r+ts+tod,རྩྟོད,rtsang stod,རྩང་སྟོད,rKTs (CC BY 4.0): Dzongkha abbreviations
rtsabu,རྩབུ,rtsab rtsub,རྩབ་རྩུབ,rKTs (CC BY 4.0): Dzongkha abbreviations
rtsulo,རྩུལོ,rtsal du gsol,རྩལ་དུ་གསོལ,rKTs (CC BY 4.0): Dzongkha abbreviations
r+tsu+ol,རྩོུལ,rtsal du gsol,རྩལ་དུ་གསོལ,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
rtsaldan,རྩལྡན,rtsal ldan,རྩལ་ལྡན,rKTs (CC BY 4.0): Dzongkha abbreviations
r+ts+rub,རྩྲུབ,rtsal sgrub,རྩལ་སྒྲུབ,rKTs (CC BY 4.0)
rtsishing,རྩིཤིང,rtsi shing,རྩི་ཤིང,rKTs (CC BY 4.0): Esukhia
rtsigazo,རྩིགཟོ,rtsig bzo,རྩིག་བཟོ,rKTs (CC BY 4.0): Esukhia
rtsigsu,རྩིགསུ,rtsigs su,རྩིགས་སུ,rKTs (CC BY 4.0): Nima Hojer Lama The Genealogy of Ya-ngal Family of Dolpo
rtsibasgo,རྩིབསྒོ,rtsibs sgo,རྩིབས་སྒོ,rKTs (CC BY 4.0): Dzongkha abbreviations
rtsubo,རྩུབོ,rtsub po,རྩུབ་པོ,rKTs (CC BY 4.0): Dzongkha abbreviations
rtsu+eMn,རྩེུཾན,rtse gsum can,རྩེ་གསུམ་ཅན,rKTs (CC BY 4.0): Dzongkha abbreviations
r+ts+rug,རྩྲུག,rtse drug,རྩེ་དྲུག,rKTs (CC BY 4.0): Dzongkha abbreviations
r+ts+ru+eg,རྩྲེུག,rtse drug,རྩེ་དྲུག,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
r+ts+rung,རྩྲུང༌,rtse drung,རྩེ་དྲུང༌,rKTs (CC BY 4.0): Dzongkha abbreviations
rtse+oMn,རྩེོཾན,rtse mo can,རྩེ་མོ་ཅན,rKTs (CC BY 4.0): Dzongkha abbreviations
r+ts+nge+oM,རྩྔེོཾ,rtse mo lnga,རྩེ་མོ་ལྔ,rKTs (CC BY 4.0): Dzongkha abbreviations
r+ts+mo+em,རྩྨོེམ,rtse mo lnga,རྩེ་མོ་ལྔ,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
rtse+o,རྩེོ,rtse mo,རྩེ་མོ,rKTs (CC BY 4.0): Dzongkha abbreviations
rtse+oM,རྩེོཾ,rtse mo,རྩེ་མོ,rKTs (CC BY 4.0)
rtso+e,རྩོེ,rtse mo,རྩེ་མོ,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
rtseM,རྩེྃ་,rtse mo,རྩེ་མོ་,rKTs (CC BY 4.0): Esukhia
r+ts+yel,རྩྱེལ,rtse rgyal,རྩེ་རྒྱལ,rKTs (CC BY 4.0)
r+ts+yud,རྩྱུད,rtse rgyud,རྩེ་རྒྱུད,rKTs (CC BY 4.0): Dzongkha abbreviations
r+ts+yu+ed,རྩྱེུད,rtse rgyud,རྩེ་རྒྱུད,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
r+ts+nge,རྩྔེ,rtse lnga,རྩེ་ལྔ,rKTs (CC BY 4.0)
rtsedaga',རྩེདགའ,rtsed dga',རྩེད་དགའ,rKTs (CC BY 4.0): Dzongkha abbreviations
rtsenas,རྩེནས,rtsen gnas,རྩེན་གནས,rKTs (CC BY 4.0): Dzongkha abbreviations
rtsen+son,རྩེནྶོན,rtser son,རྩེར་སོན,rKTs (CC BY 4.0): Esukhia
rtsodeM,རྩོདེཾ,rtsod med,རྩོད་མེད,rKTs (CC BY 4.0): Dzongkha abbreviations
rtsoldan,རྩོལྡན,rtsod ldan,རྩོད་ལྡན,rKTs (CC BY 4.0): Dzongkha abbreviations
rtsomakhan,རྩོམཁན,rtsom mkhan,རྩོམ་མཁན,rKTs (CC BY 4.0): Dzongkha abbreviations
rdzanu,རྫནུ,rdzan rdzun,རྫན་རྫུན,rKTs (CC BY 4.0): Dzongkha abbreviations
rdzaban,རྫབན,rdzab can,རྫབ་ཅན,rKTs (CC BY 4.0): Dzongkha abbreviations
rdzabo,རྫབོ,rdzab rdzob,རྫབ་རྫོབ,rKTs (CC BY 4.0): Dzongkha abbreviations
rdzas+yi,རྫསྱི,rdzas kyi,རྫས་ཀྱི,rKTs (CC BY 4.0): Dzongkha abbreviations
r+dz+yis,རྫྱིས,rdzas kyis,རྫས་ཀྱིས,rKTs (CC BY 4.0): Dzongkha abbreviations
rdzu 'phrulnga,རྫུ་འཕྲུལྔ,rdzu 'phrul lnga,རྫུ་འཕྲུལ་ལྔ,rKTs (CC BY 4.0): Dzongkha abbreviations
r+dz+rulnga,རྫྲུལྔ,rdzu 'phrul lnga,རྫུ་འཕྲུལ་ལྔ,rKTs (CC BY 4.0): Dzongkha abbreviations
rdzu+ul,རྫུུལ,rdzu 'phrul,རྫུ་འཕྲུལ,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
r+dz+rul,རྫྲུལ,rdzu 'phrul,རྫུ་འཕྲུལ,rKTs (CC BY 4.0)
rdzrul,རྫྲུལ,rdzu 'phrul,རྫུ་འཕྲུལ,rKTs (CC BY 4.0): Nima Hojer Lama The Genealogy of Ya-ngal Family of Dolpo
rdzus \u0f7e,རྫུས་ཾ,rdzus ma'am,རྫུས་མའམ,rKTs (CC BY 4.0): Esukhia
rdzuskyes,རྫུསྐྱེས,rdzus skyes,རྫུས་སྐྱེས,rKTs (CC BY 4.0): Dzongkha abbreviations
rdzu+es,རྫེུས,rdzus skyes,རྫུས་སྐྱེས,rKTs (CC BY 4.0)
rdzu+en,རྫེུན,rdze btsun,རྫེ་བཙུན,rKTs (CC BY 4.0): Tibetan Shorthand Contractions
rdzoTen,རྫོཊེན,rdzogs chen,རྫོགས་ཆེན,rKTs (CC BY 4.0): Dzongkha abbreviations
rdzo+egsan,རྫོེགསན,rdzogs chen,རྫོགས་ཆེན,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
rdzoDen,རྫོཌེན,rdzogs chen,རྫོགས་ཆེན,rKTs (CC BY 4.0): Nima Hojer Lama The Genealogy of Ya-ngal Family of Dolpo
rdzoDa'i,རྫོཌའི,rdzogs pa'i,རྫོགས་པའི,rKTs (CC BY 4.0): Esukhia
rdzogasangs,རྫོགསངས,rdzogs sangs,རྫོགས་སངས,rKTs (CC BY 4.0): Dzongkha abbreviations
rdzauDa,རྫཽཌ་,rdzogs so,རྫོགས་སོ་,rKTs (CC BY 4.0): Esukhia
rdzoDa,རྫོཌ,rdzogs,རྫོགས,rKTs (CC BY 4.0): Esukhia
rdzoT,རྫོཊ,rdzogs,རྫོགས,rKTs (CC BY 4.0): Dzongkha abbreviations
rdzoD,རྫོཌ,rdzogs,རྫོགས,rKTs (CC BY 4.0): Nima Hojer Lama The Genealogy of Ya-ngal Family of Dolpo
r+dz+ro+ung,རྫྲོུང༌,rdzong srung,རྫོང་སྲུང༌,rKTs (CC BY 4.0): Dzongkha abbreviations
rlangasarong,རླངསརོང,rlangs 'khor,རླངས་འཁོར,rKTs (CC BY 4.0): Esukhia
